Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
431;BANCO COINAG S.A.;2026-07-31;PRESTAMOS PERSONALES SOSTENIBLES;PERSONALES SOSTENIBLES;Pesos;2500000;8000;48;8000;12;74;30,00;Clientes que acrediten sueldos en la entidad;3,00;51,12;Fija;65,17;696,00;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
431;BANCO COINAG S.A.;2026-07-31;PRESTAMOS PERSONALES;PERSONALES;Pesos;2500000;8000;36;8000;12;74;30,00;Personas humanas en relación de dependencia;3,00;63,23;Fija;81,75;1163,00;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
432;BANCO DE COMERCIO S.A.;2026-08-14;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Clientes con cuenta en la entidad;,00;125,45;Fija;187,87;,00;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2026-08-14;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Personas humanas Monotributistas;,00;125,45;Fija;187,87;,00;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2026-08-14;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Personas humanas Responsables Inscriptos;,00;125,45;Fija;187,87;,00;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2026-08-14;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Personas humanas en relación de dependencia;,00;125,45;Fija;187,87;,00;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2026-08-14;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Empleados públicos;,00;125,45;Fija;187,87;,00;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-07-31;PERSONA JURIDICA PRESTAMO AMORTIZABLE;PER. JUR. - PREST. AMORT.;Pesos;0;10000;24;0;0;100;,00;Todos los beneficiarios;,00;112,98;Fija;136,70;,00;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-07-31;PRESTAMO AMORTIZABLE.;PRESTAMO AMORTIZABLE;Pesos;50000000;10000;12;0;0;100;,00;Todos los beneficiarios;,00;211,22;Fija;255,58;,00;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-07-31;PERSONA JURIDICA PRESTAMO AMORTIZABLE;PER. JUR. - PREST. AMORT.;Pesos;0;10000;12;0;0;100;,00;Todos los beneficiarios;,00;107,05;Fija;129,53;,00;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-07-31;PERSONAS JURIDICAS - DESCUENTO DE CHEQUES;PER.JUR. DCTO. DE CHEQUE;Pesos;0;10000;12;0;0;100;,00;Todos los beneficiarios;,00;83,07;Fija;83,07;,00;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-07-31;PERSONA JURIDICA - ADELANTO EN CUENTA CORRIENTE SIN ACUERDO;PER. JUR. ADELANTO CC S/A;Pesos;0;10000;0;0;0;100;,00;Todos los beneficiarios;,00;240,79;Fija;291,35;,00;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-07-31;PERSONA JURIDICA - ADELANTO EN CUENTA CORRIENTE CON ACUERDO;PER. JUR. ADELANTO CC C/A;Pesos;0;10000;0;0;0;100;,00;Todos los beneficiarios;,00;95,65;Fija;115,73;,00;Provincia de Tucumán;
448;BANCO DINO S.A.;2025-12-03;PRESTAMO PERSONAL MERCADO ABIERTO;PRESTAMO MERCADO ABIERTO;Pesos;2000000;1000;18;800000;12;75;30,00;Personas humanas en relación de dependencia;3,00;157,84;Fija;211,75;1244,00;Provincia de Córdoba;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;PRESTAMOS DE CONSUMO;CONSUMO;Pesos;0;0;0;0;0;84;,00;Personas humanas Monotributistas;10,00;,00;Fija;,00;,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;PRESTAMOS EN EFECTIVO;EFECTIVO;Pesos;0;0;0;0;0;84;,00;Personas humanas en relación de dependencia;10,00;,00;Fija;,00;,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;PRESTAMOS DE CONSUMO;CONSUMO;Pesos;0;0;0;0;0;84;,00;Empleados públicos;10,00;,00;Fija;,00;,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;PRESTAMOS EN EFECTIVO;EFECTIVO;Pesos;0;0;0;0;0;84;,00;Empleados públicos;10,00;,00;Fija;,00;,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;DESCUENTO DE HABERES;CONVENIOS;Pesos;9000000;60000;60;0;0;84;,00;Personas humanas en relación de dependencia;10,00;272,91;Fija;383,25;1382,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;PRESTAMOS DE CONSUMO;CONSUMO;Pesos;0;0;0;0;0;84;,00;Personas humanas en relación de dependencia;10,00;,00;Fija;,00;,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;PRESTAMOS ANSES;ANSES;Pesos;9500000;4000;60;500;0;85;50,00;Beneficiarios de cuentas de la seguridad social;10,00;291,74;Fija;412,27;2645,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;PRESTAMOS EN EFECTIVO;EFECTIVO;Pesos;0;0;0;0;0;84;,00;Personas humanas Monotributistas;10,00;,00;Fija;,00;,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;DESCUENTO DE HABERES;CONVENIOS;Pesos;9000000;60000;60;0;0;84;,00;Empleados públicos;10,00;272,91;Fija;383,25;1382,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;PRESTAMOS EN EFECTIVO;EFECTIVO;Pesos;0;0;0;0;0;84;,00;Personas humanas Responsables Inscriptos;10,00;,00;Fija;,00;,00;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-08-27;ANTICIPO RECURRENTE;ANTICIPO RECURRENTE;Pesos;400000;5000;1;0;0;96;,00;Beneficiarios de cuentas de la seguridad social;10,00;198,70;Fija;271,39;11138,00;Todo el territorio nacional;
44093;GPAT COMPAÑIA FINANCIERA S.A.U.;2026-08-12;PRESTAMOS PERSONALES GPAT PLAN DE AHORRO;GPAT PLAN DE AHORRO;Pesos;2259600;564900;36;0;12;70;30,00;Beneficiarios de cuentas de la seguridad social;5,00;199,87;Fija;266,73;118177,00;Todo el territorio nacional;PLAN VALIDO EN TODO EL TERRITORIO NACIONAL, EXCEPTO TIERRA DEL FUEGO . EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO CORRESPONDE A UN PRESTAMO POR 335281,20 A 12 MESES E INCLUYE IVA  HAY MONTO MINIMO OTORGABLE PARA PERSONALES EN 1 SMVM INGRESO MINIMO MENSUAL SOLICITADO 2 SALARIOS MINIMO VITAL MOVIL
44093;GPAT COMPAÑIA FINANCIERA S.A.U.;2026-08-12;PRESTAMOS PERSONALES GPAT PLAN DE AHORRO;GPAT PLAN DE AHORRO;Pesos;2259600;564900;36;0;12;70;30,00;Empleados públicos;5,00;199,87;Fija;266,73;118177,00;Todo el territorio nacional;PLAN VALIDO EN TODO EL TERRITORIO NACIONAL, EXCEPTO TIERRA DEL FUEGO . EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO CORRESPONDE A UN PRESTAMO POR 335281,20 A 12 MESES E INCLUYE IVA  HAY MONTO MINIMO OTORGABLE PARA PERSONALES EN 1 SMVM INGRESO MINIMO MENSUAL SOLICITADO 2 SALARIOS MINIMO VITAL MOVIL
44093;GPAT COMPAÑIA FINANCIERA S.A.U.;2026-08-12;PRESTAMOS PERSONALES GPAT PLAN DE AHORRO;GPAT PLAN DE AHORRO;Pesos;2259600;564900;36;0;12;70;30,00;Personas humanas en relación de dependencia;5,00;199,87;Fija;266,73;118177,00;Todo el territorio nacional;PLAN VALIDO EN TODO EL TERRITORIO NACIONAL, EXCEPTO TIERRA DEL FUEGO . EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO CORRESPONDE A UN PRESTAMO POR 335281,20 A 12 MESES E INCLUYE IVA  HAY MONTO MINIMO OTORGABLE PARA PERSONALES EN 1 SMVM INGRESO MINIMO MENSUAL SOLICITADO 2 SALARIOS MINIMO VITAL MOVIL
44093;GPAT COMPAÑIA FINANCIERA S.A.U.;2026-08-12;PRESTAMOS PERSONALES GPAT PLAN DE AHORRO;GPAT PLAN DE AHORRO;Pesos;2259600;564900;36;0;12;70;30,00;Personas humanas Monotributistas;5,00;199,87;Fija;266,73;118177,00;Todo el territorio nacional;PLAN VALIDO EN TODO EL TERRITORIO NACIONAL, EXCEPTO TIERRA DEL FUEGO . EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO CORRESPONDE A UN PRESTAMO POR 335281,20 A 12 MESES E INCLUYE IVA  HAY MONTO MINIMO OTORGABLE PARA PERSONALES EN 1 SMVM INGRESO MINIMO MENSUAL SOLICITADO 2 SALARIOS MINIMO VITAL MOVIL
44093;GPAT COMPAÑIA FINANCIERA S.A.U.;2026-08-12;PRESTAMOS PERSONALES GPAT PLAN DE AHORRO;GPAT PLAN DE AHORRO;Pesos;2259600;564900;36;0;12;70;30,00;Personas humanas Responsables Inscriptos;5,00;199,87;Fija;266,73;118177,00;Todo el territorio nacional;PLAN VALIDO EN TODO EL TERRITORIO NACIONAL, EXCEPTO TIERRA DEL FUEGO . EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO CORRESPONDE A UN PRESTAMO POR 335281,20 A 12 MESES E INCLUYE IVA  HAY MONTO MINIMO OTORGABLE PARA PERSONALES EN 1 SMVM INGRESO MINIMO MENSUAL SOLICITADO 2 SALARIOS MINIMO VITAL MOVIL
44095;ROMBO COMPAÑÍA FINANCIERA S.A.;2026-08-11;N USADO PRES PERS 12PV JUL26;N USADO PRES PERS 12PV JU;Pesos;500000;600000;12;0;1;77;25,00;Todos los beneficiarios;6,00;79,41;Fija;72,88;1253,00;Todo el territorio nacional;EXCLUSIVO PARA USADOS, INCLUYE SEGURO DE AUTO. LA TEA NO INCLUYE EL VALOR DEL IVA
44095;ROMBO COMPAÑÍA FINANCIERA S.A.;2026-08-11;N 0KM PRES PERS 12 PV JUL26;N 0KM PRES PERS 12 PV JUL;Pesos;500000;600000;12;0;1;77;25,00;Todos los beneficiarios;6,00;79,41;Fija;72,88;1253,00;Todo el territorio nacional;EXCLUSIVO PARA 0KM, NO INCLUYE SEGURO DE AUTO. LA TEA NO INCLUYE EL VALOR DEL IVA
45030;NARANJA DIGITAL COMPAÑÍA FINANCIERA S.A.U.;2026-08-05;PRESTAMOS PERSONALES NARANJA DIGITAL;PRESTAMOS PERSONALES;Pesos;20000000;10000;72;0;0;80;;Clientes con cuenta en la entidad;,00;286,13;Fija;403,48;49144,00;Todo el territorio nacional;LA CUOTA INICIAL INFORMADA CORRESPONDE A UN PRESTAMO DE 48 CUOTAS TOMADO EL DIA 10 DEL MES, CON VENCIMIENTO EL DIA 10 DEL MES SIGUIENTE.
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;90,12;Fija;116,66;1214,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45,00;Empleados públicos;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;125,22;Fija;165,29;1471,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45,00;Empleados públicos;8,40;112,91;Fija;148,07;1596,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45,00;Personas humanas en relación de dependencia;8,40;112,91;Fija;148,07;1596,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;12;35000;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;112,91;Fija;148,07;1596,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;125,22;Fija;165,29;1646,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;151,82;Fija;203,06;1748,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;12;35000;12;75;45,00;Clientes con cuenta en la entidad;8,40;112,91;Fija;148,07;1596,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;112,91;Fija;148,07;1596,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;125,22;Fija;165,29;1471,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;125,22;Fija;165,29;1471,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45,00;Empleados públicos;8,40;125,22;Fija;165,29;1646,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45,00;Personas humanas Monotributistas;8,40;112,91;Fija;148,07;1596,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;125,22;Fija;165,29;1471,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45,00;Personas humanas Monotributistas;8,40;125,22;Fija;165,29;1471,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;151,82;Fija;203,06;1748,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;12;35000;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;112,91;Fija;148,07;1596,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45,00;Personas humanas Monotributistas;8,40;125,22;Fija;165,29;1646,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;125,22;Fija;165,29;1471,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45,00;Personas humanas Monotributistas;8,40;125,22;Fija;165,29;1471,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;36;22000;12;75;45,00;Personas humanas Monotributistas;8,40;101,22;Fija;131,87;1298,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45,00;Personas humanas en relación de dependencia;8,40;90,12;Fija;116,66;1214,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45,00;Personas humanas Monotributistas;8,40;125,22;Fija;165,29;1646,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45,00;Personas humanas Monotributistas;8,40;125,22;Fija;165,29;1471,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;125,22;Fija;165,29;1646,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45,00;Empleados públicos;8,40;90,12;Fija;116,66;1214,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;36;35000;12;75;45,00;Personas humanas en relación de dependencia;8,40;90,12;Fija;116,66;1214,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45,00;Personas humanas Monotributistas;8,40;125,22;Fija;165,29;1646,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45,00;Clientes con cuenta en la entidad;8,40;125,22;Fija;165,29;1646,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;515000;1000;18;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;381,79;Fija;553,97;2065,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;PV - PRESTAMO EXPRESS;PV - PRESTAMO EXPRESS;Pesos;205000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;381,79;Fija;553,97;2104,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;125,22;Fija;165,29;1471,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;101,22;Fija;131,87;1298,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;36;22000;12;75;45,00;Empleados públicos;8,40;101,22;Fija;131,87;1298,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45,00;Empleados públicos;8,40;125,22;Fija;165,29;1646,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45,00;Personas humanas en relación de dependencia;8,40;90,12;Fija;116,66;1214,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45,00;Empleados públicos;8,40;125,22;Fija;165,29;1471,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;12;35000;12;75;45,00;Personas humanas Monotributistas;8,40;112,91;Fija;148,07;1596,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45,00;Empleados públicos;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;151,82;Fija;203,06;1748,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45,00;Empleados públicos;8,40;90,12;Fija;116,66;1214,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;125,22;Fija;165,29;1471,00;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;36;35000;12;75;45,00;Empleados públicos;8,40;90,12;Fija;116,66;1214,00;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-05-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45,00;Personas humanas en relación de dependencia;8,40;125,22;Fija;165,29;1646,00;Provincia de Córdoba;
